Mother,Daughter,Nvertex,Intermediate,Signatures,Chain,Signatures (Easy-Read),All Possible Signature,Minimal Set,Minimal Set (number of elements),Minimal Set (same flavour)
W^0,tau,3,l B,Tll,W^0 -- (l) -- l -- (l) -- B -- (T) -- tau, 2l + 1tau,"{'ttT', 'Tll', 'jjT', 'vvT', 'bbT', 'TTT', 'TE'}","['TE', 'ttT', 'jjT', 'bbT', 'vvT', 'Tll', 'TTT']","[1, 1, 1, 1, 1, 1, 1]","['TE', '(JJ)T', 'vvT', '(LL)T']"
W^0,tau,3,nu B,TE,W^0 -- (E) -- nu -- (E) -- B -- (T) -- tau, 1tau + MET,"{'ttT', 'Tll', 'jjT', 'vvT', 'bbT', 'TTT', 'TE'}","['TE', 'ttT', 'jjT', 'bbT', 'vvT', 'Tll', 'TTT']","[1, 1, 1, 1, 1, 1, 1]","['TE', '(JJ)T', 'vvT', '(LL)T']"
W^0,tau,3,b_L B,bbT,W^0 -- (b) -- b_L -- (b) -- B -- (T) -- tau, 2b + 1tau,"{'ttT', 'Tll', 'jjT', 'vvT', 'bbT', 'TTT', 'TE'}","['TE', 'ttT', 'jjT', 'bbT', 'vvT', 'Tll', 'TTT']","[1, 1, 1, 1, 1, 1, 1]","['TE', '(JJ)T', 'vvT', '(LL)T']"
W^0,tau,3,t_L B,ttT,W^0 -- (t) -- t_L -- (t) -- B -- (T) -- tau, 2t + 1tau,"{'ttT', 'Tll', 'jjT', 'vvT', 'bbT', 'TTT', 'TE'}","['TE', 'ttT', 'jjT', 'bbT', 'vvT', 'Tll', 'TTT']","[1, 1, 1, 1, 1, 1, 1]","['TE', '(JJ)T', 'vvT', '(LL)T']"
W^0,tau,3,tau_L B,TTT,W^0 -- (T) -- tau_L -- (T) -- B -- (T) -- tau, 3tau,"{'ttT', 'Tll', 'jjT', 'vvT', 'bbT', 'TTT', 'TE'}","['TE', 'ttT', 'jjT', 'bbT', 'vvT', 'Tll', 'TTT']","[1, 1, 1, 1, 1, 1, 1]","['TE', '(JJ)T', 'vvT', '(LL)T']"
W^0,tau,3,nu_tau B,TE,W^0 -- (E) -- nu_tau -- (E) -- B -- (T) -- tau, 1tau + MET,"{'ttT', 'Tll', 'jjT', 'vvT', 'bbT', 'TTT', 'TE'}","['TE', 'ttT', 'jjT', 'bbT', 'vvT', 'Tll', 'TTT']","[1, 1, 1, 1, 1, 1, 1]","['TE', '(JJ)T', 'vvT', '(LL)T']"
G,B,2,q,jj,G -- (j) -- q -- (j) -- B, 2j_l,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
G,B,2,d,jj,G -- (j) -- d -- (j) -- B, 2j_l,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
G,B,2,u,jj,G -- (j) -- u -- (j) -- B, 2j_l,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
G,B,2,b_L,bb,G -- (b) -- b_L -- (b) -- B, 2b,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
G,B,2,t_L,tt,G -- (t) -- t_L -- (t) -- B, 2t,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
G,B,2,t,tt,G -- (t) -- t -- (t) -- B, 2t,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
G,B,2,b,bb,G -- (b) -- b -- (b) -- B, 2b,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
G,W^+,2,q,jj,G -- (j) -- q -- (j) -- W^+, 2j_l,"{'jj', 'tb'}","['jj', 'tb']","[1, 1]","['jj', 'tb']"
G,W^+,2,b_L,tb,G -- (b) -- b_L -- (t) -- W^+, 1t + 1b,"{'jj', 'tb'}","['jj', 'tb']","[1, 1]","['jj', 'tb']"
G,W^+,2,t_L,tb,G -- (t) -- t_L -- (b) -- W^+, 1t + 1b,"{'jj', 'tb'}","['jj', 'tb']","[1, 1]","['jj', 'tb']"
G,W^0,2,q,jj,G -- (j) -- q -- (j) -- W^0, 2j_l,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
G,W^0,2,b_L,bb,G -- (b) -- b_L -- (b) -- W^0, 2b,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
G,W^0,2,t_L,tt,G -- (t) -- t_L -- (t) -- W^0, 2t,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
G,H^+,2,b_L,tb,G -- (b) -- b_L -- (t) -- H^+, 1t + 1b,{'tb'},['tb'],[1],['tb']
G,H^+,2,t_L,tb,G -- (t) -- t_L -- (b) -- H^+, 1t + 1b,{'tb'},['tb'],[1],['tb']
G,H^+,2,t,tb,G -- (t) -- t -- (b) -- H^+, 1t + 1b,{'tb'},['tb'],[1],['tb']
G,H^+,2,b,tb,G -- (b) -- b -- (t) -- H^+, 1t + 1b,{'tb'},['tb'],[1],['tb']
G,H^0,2,b_L,bb,G -- (b) -- b_L -- (b) -- H^0, 2b,"{'bb', 'tt'}","['bb', 'tt']","[1, 1]","['bb', 'tt']"
G,H^0,2,t_L,tt,G -- (t) -- t_L -- (t) -- H^0, 2t,"{'bb', 'tt'}","['bb', 'tt']","[1, 1]","['bb', 'tt']"
G,H^0,2,t,tt,G -- (t) -- t -- (t) -- H^0, 2t,"{'bb', 'tt'}","['bb', 'tt']","[1, 1]","['bb', 'tt']"
G,H^0,2,b,bb,G -- (b) -- b -- (b) -- H^0, 2b,"{'bb', 'tt'}","['bb', 'tt']","[1, 1]","['bb', 'tt']"
G,q,1,-,j,G -- (j) -- q, 1j_l,{'j'},['j'],[1],['j']
G,d,1,-,j,G -- (j) -- d, 1j_l,{'j'},['j'],[1],['j']
G,u,1,-,j,G -- (j) -- u, 1j_l,{'j'},['j'],[1],['j']
G,l,3,q B,jjl,G -- (j) -- q -- (j) -- B -- (l) -- l, 2j_l + 1l,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,q W^+,jjE,G -- (j) -- q -- (j) -- W^+ -- (E) -- l, 2j_l + MET,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,q W^0,jjl,G -- (j) -- q -- (j) -- W^0 -- (l) -- l, 2j_l + 1l,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,d B,jjl,G -- (j) -- d -- (j) -- B -- (l) -- l, 2j_l + 1l,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,u B,jjl,G -- (j) -- u -- (j) -- B -- (l) -- l, 2j_l + 1l,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,b_L B,bbl,G -- (b) -- b_L -- (b) -- B -- (l) -- l, 2b + 1l,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,b_L W^+,tbE,G -- (b) -- b_L -- (t) -- W^+ -- (E) -- l, 1t + 1b + MET,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,b_L W^0,bbl,G -- (b) -- b_L -- (b) -- W^0 -- (l) -- l, 2b + 1l,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,t_L B,ttl,G -- (t) -- t_L -- (t) -- B -- (l) -- l, 2t + 1l,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,t_L W^+,tbE,G -- (t) -- t_L -- (b) -- W^+ -- (E) -- l, 1t + 1b + MET,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,t_L W^0,ttl,G -- (t) -- t_L -- (t) -- W^0 -- (l) -- l, 2t + 1l,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,t B,ttl,G -- (t) -- t -- (t) -- B -- (l) -- l, 2t + 1l,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,l,3,b B,bbl,G -- (b) -- b -- (b) -- B -- (l) -- l, 2b + 1l,"{'jjE', 'jjl', 'bbl', 'tbE', 'ttl'}","['jjE', 'tbE', 'jjl', 'bbl', 'ttl']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)l']"
G,nu,3,q B,jjE,G -- (j) -- q -- (j) -- B -- (E) -- nu, 2j_l + MET,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,q W^+,jjl,G -- (j) -- q -- (j) -- W^+ -- (l) -- nu, 2j_l + 1l,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,q W^0,jjE,G -- (j) -- q -- (j) -- W^0 -- (E) -- nu, 2j_l + MET,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,d B,jjE,G -- (j) -- d -- (j) -- B -- (E) -- nu, 2j_l + MET,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,u B,jjE,G -- (j) -- u -- (j) -- B -- (E) -- nu, 2j_l + MET,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,b_L B,bbE,G -- (b) -- b_L -- (b) -- B -- (E) -- nu, 2b + MET,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,b_L W^+,tbl,G -- (b) -- b_L -- (t) -- W^+ -- (l) -- nu, 1t + 1b + 1l,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,b_L W^0,bbE,G -- (b) -- b_L -- (b) -- W^0 -- (E) -- nu, 2b + MET,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,t_L B,ttE,G -- (t) -- t_L -- (t) -- B -- (E) -- nu, 2t + MET,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,t_L W^+,tbl,G -- (t) -- t_L -- (b) -- W^+ -- (l) -- nu, 1t + 1b + 1l,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,t_L W^0,ttE,G -- (t) -- t_L -- (t) -- W^0 -- (E) -- nu, 2t + MET,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,t B,ttE,G -- (t) -- t -- (t) -- B -- (E) -- nu, 2t + MET,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,nu,3,b B,bbE,G -- (b) -- b -- (b) -- B -- (E) -- nu, 2b + MET,"{'jjE', 'jjl', 'ttE', 'tbl', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjl', 'tbl']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjl', 'tbl']"
G,e,3,q B,jjl,G -- (j) -- q -- (j) -- B -- (l) -- e, 2j_l + 1l,"{'bbl', 'ttl', 'jjl'}","['bbl', 'ttl', 'jjl']","[1, 1, 1]",['(JJ)l']
G,e,3,d B,jjl,G -- (j) -- d -- (j) -- B -- (l) -- e, 2j_l + 1l,"{'bbl', 'ttl', 'jjl'}","['bbl', 'ttl', 'jjl']","[1, 1, 1]",['(JJ)l']
G,e,3,u B,jjl,G -- (j) -- u -- (j) -- B -- (l) -- e, 2j_l + 1l,"{'bbl', 'ttl', 'jjl'}","['bbl', 'ttl', 'jjl']","[1, 1, 1]",['(JJ)l']
G,e,3,b_L B,bbl,G -- (b) -- b_L -- (b) -- B -- (l) -- e, 2b + 1l,"{'bbl', 'ttl', 'jjl'}","['bbl', 'ttl', 'jjl']","[1, 1, 1]",['(JJ)l']
G,e,3,t_L B,ttl,G -- (t) -- t_L -- (t) -- B -- (l) -- e, 2t + 1l,"{'bbl', 'ttl', 'jjl'}","['bbl', 'ttl', 'jjl']","[1, 1, 1]",['(JJ)l']
G,e,3,t B,ttl,G -- (t) -- t -- (t) -- B -- (l) -- e, 2t + 1l,"{'bbl', 'ttl', 'jjl'}","['bbl', 'ttl', 'jjl']","[1, 1, 1]",['(JJ)l']
G,e,3,b B,bbl,G -- (b) -- b -- (b) -- B -- (l) -- e, 2b + 1l,"{'bbl', 'ttl', 'jjl'}","['bbl', 'ttl', 'jjl']","[1, 1, 1]",['(JJ)l']
G,b_L,1,-,b,G -- (b) -- b_L, 1b,{'b'},['b'],[1],['b']
G,t_L,1,-,t,G -- (t) -- t_L, 1t,{'t'},['t'],[1],['t']
G,t,1,-,t,G -- (t) -- t, 1t,{'t'},['t'],[1],['t']
G,b,1,-,b,G -- (b) -- b, 1b,{'b'},['b'],[1],['b']
G,tau_L,3,q B,jjT,G -- (j) -- q -- (j) -- B -- (T) -- tau_L, 2j_l + 1tau,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,q W^+,jjE,G -- (j) -- q -- (j) -- W^+ -- (E) -- tau_L, 2j_l + MET,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,q W^0,jjT,G -- (j) -- q -- (j) -- W^0 -- (T) -- tau_L, 2j_l + 1tau,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,d B,jjT,G -- (j) -- d -- (j) -- B -- (T) -- tau_L, 2j_l + 1tau,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,u B,jjT,G -- (j) -- u -- (j) -- B -- (T) -- tau_L, 2j_l + 1tau,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,b_L B,bbT,G -- (b) -- b_L -- (b) -- B -- (T) -- tau_L, 2b + 1tau,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,b_L W^+,tbE,G -- (b) -- b_L -- (t) -- W^+ -- (E) -- tau_L, 1t + 1b + MET,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,b_L W^0,bbT,G -- (b) -- b_L -- (b) -- W^0 -- (T) -- tau_L, 2b + 1tau,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,t_L B,ttT,G -- (t) -- t_L -- (t) -- B -- (T) -- tau_L, 2t + 1tau,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,t_L W^+,tbE,G -- (t) -- t_L -- (b) -- W^+ -- (E) -- tau_L, 1t + 1b + MET,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,t_L W^0,ttT,G -- (t) -- t_L -- (t) -- W^0 -- (T) -- tau_L, 2t + 1tau,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,t B,ttT,G -- (t) -- t -- (t) -- B -- (T) -- tau_L, 2t + 1tau,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,tau_L,3,b B,bbT,G -- (b) -- b -- (b) -- B -- (T) -- tau_L, 2b + 1tau,"{'jjE', 'ttT', 'jjT', 'bbT', 'tbE'}","['jjE', 'tbE', 'ttT', 'jjT', 'bbT']","[1, 1, 1, 1, 1]","['jjE', 'tbE', '(JJ)T']"
G,nu_tau,3,q B,jjE,G -- (j) -- q -- (j) -- B -- (E) -- nu_tau, 2j_l + MET,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,q W^+,jjT,G -- (j) -- q -- (j) -- W^+ -- (T) -- nu_tau, 2j_l + 1tau,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,q W^0,jjE,G -- (j) -- q -- (j) -- W^0 -- (E) -- nu_tau, 2j_l + MET,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,d B,jjE,G -- (j) -- d -- (j) -- B -- (E) -- nu_tau, 2j_l + MET,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,u B,jjE,G -- (j) -- u -- (j) -- B -- (E) -- nu_tau, 2j_l + MET,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,b_L B,bbE,G -- (b) -- b_L -- (b) -- B -- (E) -- nu_tau, 2b + MET,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,b_L W^+,tbT,G -- (b) -- b_L -- (t) -- W^+ -- (T) -- nu_tau, 1t + 1b + 1tau,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,b_L W^0,bbE,G -- (b) -- b_L -- (b) -- W^0 -- (E) -- nu_tau, 2b + MET,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,t_L B,ttE,G -- (t) -- t_L -- (t) -- B -- (E) -- nu_tau, 2t + MET,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,t_L W^+,tbT,G -- (t) -- t_L -- (b) -- W^+ -- (T) -- nu_tau, 1t + 1b + 1tau,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,t_L W^0,ttE,G -- (t) -- t_L -- (t) -- W^0 -- (E) -- nu_tau, 2t + MET,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,t B,ttE,G -- (t) -- t -- (t) -- B -- (E) -- nu_tau, 2t + MET,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,nu_tau,3,b B,bbE,G -- (b) -- b -- (b) -- B -- (E) -- nu_tau, 2b + MET,"{'jjE', 'jjT', 'ttE', 'tbT', 'bbE'}","['jjE', 'ttE', 'bbE', 'jjT', 'tbT']","[1, 1, 1, 1, 1]","['(JJ)E', 'jjT', 'tbT']"
G,tau,3,q B,jjT,G -- (j) -- q -- (j) -- B -- (T) -- tau, 2j_l + 1tau,"{'bbT', 'jjT', 'ttT'}","['bbT', 'jjT', 'ttT']","[1, 1, 1]",['(JJ)T']
G,tau,3,d B,jjT,G -- (j) -- d -- (j) -- B -- (T) -- tau, 2j_l + 1tau,"{'bbT', 'jjT', 'ttT'}","['bbT', 'jjT', 'ttT']","[1, 1, 1]",['(JJ)T']
G,tau,3,u B,jjT,G -- (j) -- u -- (j) -- B -- (T) -- tau, 2j_l + 1tau,"{'bbT', 'jjT', 'ttT'}","['bbT', 'jjT', 'ttT']","[1, 1, 1]",['(JJ)T']
G,tau,3,b_L B,bbT,G -- (b) -- b_L -- (b) -- B -- (T) -- tau, 2b + 1tau,"{'bbT', 'jjT', 'ttT'}","['bbT', 'jjT', 'ttT']","[1, 1, 1]",['(JJ)T']
G,tau,3,t_L B,ttT,G -- (t) -- t_L -- (t) -- B -- (T) -- tau, 2t + 1tau,"{'bbT', 'jjT', 'ttT'}","['bbT', 'jjT', 'ttT']","[1, 1, 1]",['(JJ)T']
G,tau,3,t B,ttT,G -- (t) -- t -- (t) -- B -- (T) -- tau, 2t + 1tau,"{'bbT', 'jjT', 'ttT'}","['bbT', 'jjT', 'ttT']","[1, 1, 1]",['(JJ)T']
G,tau,3,b B,bbT,G -- (b) -- b -- (b) -- B -- (T) -- tau, 2b + 1tau,"{'bbT', 'jjT', 'ttT'}","['bbT', 'jjT', 'ttT']","[1, 1, 1]",['(JJ)T']
H^+,B,1,-,v,H^+ -- (v) -- B, 1v,{'v'},['v'],[1],['v']
H^+,W^+,1,-,v,H^+ -- (v) -- W^+, 1v,{'v'},['v'],[1],['v']
H^+,W^0,1,-,v,H^+ -- (v) -- W^0, 1v,{'v'},['v'],[1],['v']
H^+,G,2,b_L,tb,H^+ -- (t) -- b_L -- (b) -- G, 1t + 1b,{'tb'},['tb'],[1],['tb']
H^+,G,2,t_L,tb,H^+ -- (b) -- t_L -- (t) -- G, 1t + 1b,{'tb'},['tb'],[1],['tb']
H^+,G,2,t,tb,H^+ -- (b) -- t -- (t) -- G, 1t + 1b,{'tb'},['tb'],[1],['tb']
H^+,G,2,b,tb,H^+ -- (t) -- b -- (b) -- G, 1t + 1b,{'tb'},['tb'],[1],['tb']
H^+,H^0,2,B,vv,H^+ -- (v) -- B -- (v) -- H^0, 2v,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^+,H^0,2,W^+,vv,H^+ -- (v) -- W^+ -- (v) -- H^0, 2v,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^+,H^0,2,W^0,vv,H^+ -- (v) -- W^0 -- (v) -- H^0, 2v,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^+,H^0,2,b_L,tb,H^+ -- (t) -- b_L -- (b) -- H^0, 1t + 1b,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^+,H^0,2,t_L,tb,H^+ -- (b) -- t_L -- (t) -- H^0, 1t + 1b,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^+,H^0,2,t,tb,H^+ -- (b) -- t -- (t) -- H^0, 1t + 1b,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^+,H^0,2,b,tb,H^+ -- (t) -- b -- (b) -- H^0, 1t + 1b,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^+,q,2,B,vj,H^+ -- (v) -- B -- (j) -- q, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
