Mother,Daughter,Nvertex,Intermediate,Signatures,Chain,Signatures (Easy-Read),All Possible Signature,Minimal Set,Minimal Set (number of elements),Minimal Set (same flavour)
e,B,1,-,l,e -- (l) -- B, 1l,{'l'},['l'],[1],['l']
e,W^+,3,B H^+,vvl,e -- (l) -- B -- (v) -- H^+ -- (v) -- W^+, 1l + 2v,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
e,W^+,3,B H^0,vvl,e -- (l) -- B -- (v) -- H^0 -- (v) -- W^+, 1l + 2v,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
e,W^+,3,B q,jjl,e -- (l) -- B -- (j) -- q -- (j) -- W^+, 2j_l + 1l,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
e,W^+,3,B l,llX,e -- (l) -- B -- (l) -- l -- (X) -- W^+, 2l + MET,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
e,W^+,3,B nu,llX,e -- (l) -- B -- (X) -- nu -- (l) -- W^+, 2l + MET,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
e,W^+,3,B b_L,tbl,e -- (l) -- B -- (b) -- b_L -- (t) -- W^+, 1t + 1b + 1l,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
e,W^+,3,B t_L,tbl,e -- (l) -- B -- (t) -- t_L -- (b) -- W^+, 1t + 1b + 1l,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
e,W^+,3,B tau_L,TlX,e -- (l) -- B -- (T) -- tau_L -- (X) -- W^+, 1l + 1tau + MET,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
e,W^+,3,B nu_tau,TlX,e -- (l) -- B -- (X) -- nu_tau -- (T) -- W^+, 1l + 1tau + MET,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
e,W^0,3,B H^+,vvl,e -- (l) -- B -- (v) -- H^+ -- (v) -- W^0, 1l + 2v,"{'ttl', 'lll', 'vvl', 'lX', 'TTl', 'jjl', 'bbl'}","['lll', 'TTl', 'lX', 'ttl', 'jjl', 'bbl', 'vvl']","[1, 1, 1, 1, 1, 1, 1]","['(LL)l', 'lX', '(JJ)l', 'vvl']"
e,W^0,3,B H^0,vvl,e -- (l) -- B -- (v) -- H^0 -- (v) -- W^0, 1l + 2v,"{'ttl', 'lll', 'vvl', 'lX', 'TTl', 'jjl', 'bbl'}","['lll', 'TTl', 'lX', 'ttl', 'jjl', 'bbl', 'vvl']","[1, 1, 1, 1, 1, 1, 1]","['(LL)l', 'lX', '(JJ)l', 'vvl']"
e,W^0,3,B q,jjl,e -- (l) -- B -- (j) -- q -- (j) -- W^0, 2j_l + 1l,"{'ttl', 'lll', 'vvl', 'lX', 'TTl', 'jjl', 'bbl'}","['lll', 'TTl', 'lX', 'ttl', 'jjl', 'bbl', 'vvl']","[1, 1, 1, 1, 1, 1, 1]","['(LL)l', 'lX', '(JJ)l', 'vvl']"
e,W^0,3,B l,lll,e -- (l) -- B -- (l) -- l -- (l) -- W^0, 3l,"{'ttl', 'lll', 'vvl', 'lX', 'TTl', 'jjl', 'bbl'}","['lll', 'TTl', 'lX', 'ttl', 'jjl', 'bbl', 'vvl']","[1, 1, 1, 1, 1, 1, 1]","['(LL)l', 'lX', '(JJ)l', 'vvl']"
e,W^0,3,B nu,lX,e -- (l) -- B -- (X) -- nu -- (X) -- W^0, 1l + MET,"{'ttl', 'lll', 'vvl', 'lX', 'TTl', 'jjl', 'bbl'}","['lll', 'TTl', 'lX', 'ttl', 'jjl', 'bbl', 'vvl']","[1, 1, 1, 1, 1, 1, 1]","['(LL)l', 'lX', '(JJ)l', 'vvl']"
e,W^0,3,B b_L,bbl,e -- (l) -- B -- (b) -- b_L -- (b) -- W^0, 2b + 1l,"{'ttl', 'lll', 'vvl', 'lX', 'TTl', 'jjl', 'bbl'}","['lll', 'TTl', 'lX', 'ttl', 'jjl', 'bbl', 'vvl']","[1, 1, 1, 1, 1, 1, 1]","['(LL)l', 'lX', '(JJ)l', 'vvl']"
e,W^0,3,B t_L,ttl,e -- (l) -- B -- (t) -- t_L -- (t) -- W^0, 2t + 1l,"{'ttl', 'lll', 'vvl', 'lX', 'TTl', 'jjl', 'bbl'}","['lll', 'TTl', 'lX', 'ttl', 'jjl', 'bbl', 'vvl']","[1, 1, 1, 1, 1, 1, 1]","['(LL)l', 'lX', '(JJ)l', 'vvl']"
e,W^0,3,B tau_L,TTl,e -- (l) -- B -- (T) -- tau_L -- (T) -- W^0, 1l + 2tau,"{'ttl', 'lll', 'vvl', 'lX', 'TTl', 'jjl', 'bbl'}","['lll', 'TTl', 'lX', 'ttl', 'jjl', 'bbl', 'vvl']","[1, 1, 1, 1, 1, 1, 1]","['(LL)l', 'lX', '(JJ)l', 'vvl']"
e,W^0,3,B nu_tau,lX,e -- (l) -- B -- (X) -- nu_tau -- (X) -- W^0, 1l + MET,"{'ttl', 'lll', 'vvl', 'lX', 'TTl', 'jjl', 'bbl'}","['lll', 'TTl', 'lX', 'ttl', 'jjl', 'bbl', 'vvl']","[1, 1, 1, 1, 1, 1, 1]","['(LL)l', 'lX', '(JJ)l', 'vvl']"
e,G,3,B q,jjl,e -- (l) -- B -- (j) -- q -- (j) -- G, 2j_l + 1l,"{'ttl', 'jjl', 'bbl'}","['jjl', 'bbl', 'ttl']","[1, 1, 1]",['(JJ)l']
e,G,3,B d,jjl,e -- (l) -- B -- (j) -- d -- (j) -- G, 2j_l + 1l,"{'ttl', 'jjl', 'bbl'}","['jjl', 'bbl', 'ttl']","[1, 1, 1]",['(JJ)l']
e,G,3,B u,jjl,e -- (l) -- B -- (j) -- u -- (j) -- G, 2j_l + 1l,"{'ttl', 'jjl', 'bbl'}","['jjl', 'bbl', 'ttl']","[1, 1, 1]",['(JJ)l']
e,G,3,B b_L,bbl,e -- (l) -- B -- (b) -- b_L -- (b) -- G, 2b + 1l,"{'ttl', 'jjl', 'bbl'}","['jjl', 'bbl', 'ttl']","[1, 1, 1]",['(JJ)l']
e,G,3,B t_L,ttl,e -- (l) -- B -- (t) -- t_L -- (t) -- G, 2t + 1l,"{'ttl', 'jjl', 'bbl'}","['jjl', 'bbl', 'ttl']","[1, 1, 1]",['(JJ)l']
e,G,3,B t,ttl,e -- (l) -- B -- (t) -- t -- (t) -- G, 2t + 1l,"{'ttl', 'jjl', 'bbl'}","['jjl', 'bbl', 'ttl']","[1, 1, 1]",['(JJ)l']
e,G,3,B b,bbl,e -- (l) -- B -- (b) -- b -- (b) -- G, 2b + 1l,"{'ttl', 'jjl', 'bbl'}","['jjl', 'bbl', 'ttl']","[1, 1, 1]",['(JJ)l']
e,H^+,2,B,vl,e -- (l) -- B -- (v) -- H^+, 1l + 1v,{'vl'},['vl'],[1],['vl']
e,H^0,2,B,vl,e -- (l) -- B -- (v) -- H^0, 1l + 1v,{'vl'},['vl'],[1],['vl']
e,q,2,B,jl,e -- (l) -- B -- (j) -- q, 1j_l + 1l,{'jl'},['jl'],[1],['jl']
e,d,2,B,jl,e -- (l) -- B -- (j) -- d, 1j_l + 1l,{'jl'},['jl'],[1],['jl']
e,u,2,B,jl,e -- (l) -- B -- (j) -- u, 1j_l + 1l,{'jl'},['jl'],[1],['jl']
e,l,2,B,ll,e -- (l) -- B -- (l) -- l, 2l,{'ll'},['ll'],[1],['ll']
e,nu,2,B,lX,e -- (l) -- B -- (X) -- nu, 1l + MET,{'lX'},['lX'],[1],['lX']
e,b_L,2,B,bl,e -- (l) -- B -- (b) -- b_L, 1b + 1l,{'bl'},['bl'],[1],['bl']
e,t_L,2,B,tl,e -- (l) -- B -- (t) -- t_L, 1t + 1l,{'tl'},['tl'],[1],['tl']
e,t,2,B,tl,e -- (l) -- B -- (t) -- t, 1t + 1l,{'tl'},['tl'],[1],['tl']
e,b,2,B,bl,e -- (l) -- B -- (b) -- b, 1b + 1l,{'bl'},['bl'],[1],['bl']
e,tau_L,2,B,Tl,e -- (l) -- B -- (T) -- tau_L, 1l + 1tau,{'Tl'},['Tl'],[1],['Tl']
e,nu_tau,2,B,lX,e -- (l) -- B -- (X) -- nu_tau, 1l + MET,{'lX'},['lX'],[1],['lX']
e,tau,2,B,Tl,e -- (l) -- B -- (T) -- tau, 1l + 1tau,{'Tl'},['Tl'],[1],['Tl']
b_L,B,1,-,b,b_L -- (b) -- B, 1b,{'b'},['b'],[1],['b']
b_L,W^+,1,-,t,b_L -- (t) -- W^+, 1t,{'t'},['t'],[1],['t']
b_L,W^0,1,-,b,b_L -- (b) -- W^0, 1b,{'b'},['b'],[1],['b']
b_L,G,1,-,b,b_L -- (b) -- G, 1b,{'b'},['b'],[1],['b']
b_L,H^+,1,-,t,b_L -- (t) -- H^+, 1t,{'t'},['t'],[1],['t']
b_L,H^0,1,-,b,b_L -- (b) -- H^0, 1b,{'b'},['b'],[1],['b']
b_L,q,2,B,bj,b_L -- (b) -- B -- (j) -- q, 1j_l + 1b,"{'bj', 'tj'}",['3j'],[2],['3j']
b_L,q,2,W^+,tj,b_L -- (t) -- W^+ -- (j) -- q, 1j_l + 1t,"{'bj', 'tj'}",['3j'],[2],['3j']
b_L,q,2,W^0,bj,b_L -- (b) -- W^0 -- (j) -- q, 1j_l + 1b,"{'bj', 'tj'}",['3j'],[2],['3j']
b_L,q,2,G,bj,b_L -- (b) -- G -- (j) -- q, 1j_l + 1b,"{'bj', 'tj'}",['3j'],[2],['3j']
b_L,d,2,B,bj,b_L -- (b) -- B -- (j) -- d, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
b_L,d,2,G,bj,b_L -- (b) -- G -- (j) -- d, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
b_L,u,2,B,bj,b_L -- (b) -- B -- (j) -- u, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
b_L,u,2,G,bj,b_L -- (b) -- G -- (j) -- u, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
b_L,l,2,B,bl,b_L -- (b) -- B -- (l) -- l, 1b + 1l,"{'tX', 'bl'}","['bl', 'tX']","[1, 1]","['bl', 'tX']"
b_L,l,2,W^+,tX,b_L -- (t) -- W^+ -- (X) -- l, 1t + MET,"{'tX', 'bl'}","['bl', 'tX']","[1, 1]","['bl', 'tX']"
b_L,l,2,W^0,bl,b_L -- (b) -- W^0 -- (l) -- l, 1b + 1l,"{'tX', 'bl'}","['bl', 'tX']","[1, 1]","['bl', 'tX']"
b_L,nu,2,B,bX,b_L -- (b) -- B -- (X) -- nu, 1b + MET,"{'bX', 'tl'}","['tl', 'bX']","[1, 1]","['tl', 'bX']"
b_L,nu,2,W^+,tl,b_L -- (t) -- W^+ -- (l) -- nu, 1t + 1l,"{'bX', 'tl'}","['tl', 'bX']","[1, 1]","['tl', 'bX']"
b_L,nu,2,W^0,bX,b_L -- (b) -- W^0 -- (X) -- nu, 1b + MET,"{'bX', 'tl'}","['tl', 'bX']","[1, 1]","['tl', 'bX']"
b_L,e,2,B,bl,b_L -- (b) -- B -- (l) -- e, 1b + 1l,{'bl'},['bl'],[1],['bl']
b_L,t_L,2,B,tb,b_L -- (b) -- B -- (t) -- t_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
b_L,t_L,2,W^+,tb,b_L -- (t) -- W^+ -- (b) -- t_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
b_L,t_L,2,W^0,tb,b_L -- (b) -- W^0 -- (t) -- t_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
b_L,t_L,2,G,tb,b_L -- (b) -- G -- (t) -- t_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
b_L,t_L,2,H^+,tb,b_L -- (t) -- H^+ -- (b) -- t_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
b_L,t_L,2,H^0,tb,b_L -- (b) -- H^0 -- (t) -- t_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
b_L,t,2,B,tb,b_L -- (b) -- B -- (t) -- t, 1t + 1b,{'tb'},['tb'],[1],['tb']
b_L,t,2,G,tb,b_L -- (b) -- G -- (t) -- t, 1t + 1b,{'tb'},['tb'],[1],['tb']
b_L,t,2,H^+,tb,b_L -- (t) -- H^+ -- (b) -- t, 1t + 1b,{'tb'},['tb'],[1],['tb']
b_L,t,2,H^0,tb,b_L -- (b) -- H^0 -- (t) -- t, 1t + 1b,{'tb'},['tb'],[1],['tb']
b_L,b,2,B,bb,b_L -- (b) -- B -- (b) -- b, 2b,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
b_L,b,2,G,bb,b_L -- (b) -- G -- (b) -- b, 2b,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
b_L,b,2,H^+,tt,b_L -- (t) -- H^+ -- (t) -- b, 2t,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
b_L,b,2,H^0,bb,b_L -- (b) -- H^0 -- (b) -- b, 2b,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
b_L,tau_L,2,B,bT,b_L -- (b) -- B -- (T) -- tau_L, 1b + 1tau,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
b_L,tau_L,2,W^+,tX,b_L -- (t) -- W^+ -- (X) -- tau_L, 1t + MET,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
b_L,tau_L,2,W^0,bT,b_L -- (b) -- W^0 -- (T) -- tau_L, 1b + 1tau,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
b_L,nu_tau,2,B,bX,b_L -- (b) -- B -- (X) -- nu_tau, 1b + MET,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
b_L,nu_tau,2,W^+,tT,b_L -- (t) -- W^+ -- (T) -- nu_tau, 1t + 1tau,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
b_L,nu_tau,2,W^0,bX,b_L -- (b) -- W^0 -- (X) -- nu_tau, 1b + MET,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
b_L,tau,2,B,bT,b_L -- (b) -- B -- (T) -- tau, 1b + 1tau,{'bT'},['bT'],[1],['bT']
t_L,B,1,-,t,t_L -- (t) -- B, 1t,{'t'},['t'],[1],['t']
t_L,W^+,1,-,b,t_L -- (b) -- W^+, 1b,{'b'},['b'],[1],['b']
t_L,W^0,1,-,t,t_L -- (t) -- W^0, 1t,{'t'},['t'],[1],['t']
t_L,G,1,-,t,t_L -- (t) -- G, 1t,{'t'},['t'],[1],['t']
t_L,H^+,1,-,b,t_L -- (b) -- H^+, 1b,{'b'},['b'],[1],['b']
t_L,H^0,1,-,t,t_L -- (t) -- H^0, 1t,{'t'},['t'],[1],['t']
t_L,q,2,B,tj,t_L -- (t) -- B -- (j) -- q, 1j_l + 1t,"{'bj', 'tj'}",['3j'],[2],['3j']
t_L,q,2,W^+,bj,t_L -- (b) -- W^+ -- (j) -- q, 1j_l + 1b,"{'bj', 'tj'}",['3j'],[2],['3j']
t_L,q,2,W^0,tj,t_L -- (t) -- W^0 -- (j) -- q, 1j_l + 1t,"{'bj', 'tj'}",['3j'],[2],['3j']
t_L,q,2,G,tj,t_L -- (t) -- G -- (j) -- q, 1j_l + 1t,"{'bj', 'tj'}",['3j'],[2],['3j']
t_L,d,2,B,tj,t_L -- (t) -- B -- (j) -- d, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
t_L,d,2,G,tj,t_L -- (t) -- G -- (j) -- d, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
t_L,u,2,B,tj,t_L -- (t) -- B -- (j) -- u, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
t_L,u,2,G,tj,t_L -- (t) -- G -- (j) -- u, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
t_L,l,2,B,tl,t_L -- (t) -- B -- (l) -- l, 1t + 1l,"{'bX', 'tl'}","['tl', 'bX']","[1, 1]","['tl', 'bX']"
t_L,l,2,W^+,bX,t_L -- (b) -- W^+ -- (X) -- l, 1b + MET,"{'bX', 'tl'}","['tl', 'bX']","[1, 1]","['tl', 'bX']"
t_L,l,2,W^0,tl,t_L -- (t) -- W^0 -- (l) -- l, 1t + 1l,"{'bX', 'tl'}","['tl', 'bX']","[1, 1]","['tl', 'bX']"
t_L,nu,2,B,tX,t_L -- (t) -- B -- (X) -- nu, 1t + MET,"{'tX', 'bl'}","['bl', 'tX']","[1, 1]","['bl', 'tX']"
t_L,nu,2,W^+,bl,t_L -- (b) -- W^+ -- (l) -- nu, 1b + 1l,"{'tX', 'bl'}","['bl', 'tX']","[1, 1]","['bl', 'tX']"
t_L,nu,2,W^0,tX,t_L -- (t) -- W^0 -- (X) -- nu, 1t + MET,"{'tX', 'bl'}","['bl', 'tX']","[1, 1]","['bl', 'tX']"
t_L,e,2,B,tl,t_L -- (t) -- B -- (l) -- e, 1t + 1l,{'tl'},['tl'],[1],['tl']
t_L,b_L,2,B,tb,t_L -- (t) -- B -- (b) -- b_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
t_L,b_L,2,W^+,tb,t_L -- (b) -- W^+ -- (t) -- b_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
t_L,b_L,2,W^0,tb,t_L -- (t) -- W^0 -- (b) -- b_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
t_L,b_L,2,G,tb,t_L -- (t) -- G -- (b) -- b_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
t_L,b_L,2,H^+,tb,t_L -- (b) -- H^+ -- (t) -- b_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
t_L,b_L,2,H^0,tb,t_L -- (t) -- H^0 -- (b) -- b_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
t_L,t,2,B,tt,t_L -- (t) -- B -- (t) -- t, 2t,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
t_L,t,2,G,tt,t_L -- (t) -- G -- (t) -- t, 2t,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
t_L,t,2,H^+,bb,t_L -- (b) -- H^+ -- (b) -- t, 2b,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
t_L,t,2,H^0,tt,t_L -- (t) -- H^0 -- (t) -- t, 2t,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
t_L,b,2,B,tb,t_L -- (t) -- B -- (b) -- b, 1t + 1b,{'tb'},['tb'],[1],['tb']
t_L,b,2,G,tb,t_L -- (t) -- G -- (b) -- b, 1t + 1b,{'tb'},['tb'],[1],['tb']
t_L,b,2,H^+,tb,t_L -- (b) -- H^+ -- (t) -- b, 1t + 1b,{'tb'},['tb'],[1],['tb']
t_L,b,2,H^0,tb,t_L -- (t) -- H^0 -- (b) -- b, 1t + 1b,{'tb'},['tb'],[1],['tb']
t_L,tau_L,2,B,tT,t_L -- (t) -- B -- (T) -- tau_L, 1t + 1tau,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
t_L,tau_L,2,W^+,bX,t_L -- (b) -- W^+ -- (X) -- tau_L, 1b + MET,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
t_L,tau_L,2,W^0,tT,t_L -- (t) -- W^0 -- (T) -- tau_L, 1t + 1tau,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
t_L,nu_tau,2,B,tX,t_L -- (t) -- B -- (X) -- nu_tau, 1t + MET,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
t_L,nu_tau,2,W^+,bT,t_L -- (b) -- W^+ -- (T) -- nu_tau, 1b + 1tau,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
t_L,nu_tau,2,W^0,tX,t_L -- (t) -- W^0 -- (X) -- nu_tau, 1t + MET,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
t_L,tau,2,B,tT,t_L -- (t) -- B -- (T) -- tau, 1t + 1tau,{'tT'},['tT'],[1],['tT']
t,B,1,-,t,t -- (t) -- B, 1t,{'t'},['t'],[1],['t']
t,W^+,2,H^+,vb,t -- (b) -- H^+ -- (v) -- W^+, 1b + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
t,W^+,2,H^0,vt,t -- (t) -- H^0 -- (v) -- W^+, 1t + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
t,W^0,2,H^+,vb,t -- (b) -- H^+ -- (v) -- W^0, 1b + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
t,W^0,2,H^0,vt,t -- (t) -- H^0 -- (v) -- W^0, 1t + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
t,G,1,-,t,t -- (t) -- G, 1t,{'t'},['t'],[1],['t']
t,H^+,1,-,b,t -- (b) -- H^+, 1b,{'b'},['b'],[1],['b']
t,H^0,1,-,t,t -- (t) -- H^0, 1t,{'t'},['t'],[1],['t']
t,q,2,B,tj,t -- (t) -- B -- (j) -- q, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
t,q,2,G,tj,t -- (t) -- G -- (j) -- q, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
t,d,2,B,tj,t -- (t) -- B -- (j) -- d, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
t,d,2,G,tj,t -- (t) -- G -- (j) -- d, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
t,u,2,B,tj,t -- (t) -- B -- (j) -- u, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
t,u,2,G,tj,t -- (t) -- G -- (j) -- u, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
t,l,2,B,tl,t -- (t) -- B -- (l) -- l, 1t + 1l,{'tl'},['tl'],[1],['tl']
t,nu,2,B,tX,t -- (t) -- B -- (X) -- nu, 1t + MET,{'tX'},['tX'],[1],['tX']
t,e,2,B,tl,t -- (t) -- B -- (l) -- e, 1t + 1l,{'tl'},['tl'],[1],['tl']
t,b_L,2,B,tb,t -- (t) -- B -- (b) -- b_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
t,b_L,2,G,tb,t -- (t) -- G -- (b) -- b_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
t,b_L,2,H^+,tb,t -- (b) -- H^+ -- (t) -- b_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
t,b_L,2,H^0,tb,t -- (t) -- H^0 -- (b) -- b_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
t,t_L,2,B,tt,t -- (t) -- B -- (t) -- t_L, 2t,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
t,t_L,2,G,tt,t -- (t) -- G -- (t) -- t_L, 2t,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
t,t_L,2,H^+,bb,t -- (b) -- H^+ -- (b) -- t_L, 2b,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
t,t_L,2,H^0,tt,t -- (t) -- H^0 -- (t) -- t_L, 2t,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
t,b,2,B,tb,t -- (t) -- B -- (b) -- b, 1t + 1b,{'tb'},['tb'],[1],['tb']
t,b,2,G,tb,t -- (t) -- G -- (b) -- b, 1t + 1b,{'tb'},['tb'],[1],['tb']
t,b,2,H^+,tb,t -- (b) -- H^+ -- (t) -- b, 1t + 1b,{'tb'},['tb'],[1],['tb']
t,b,2,H^0,tb,t -- (t) -- H^0 -- (b) -- b, 1t + 1b,{'tb'},['tb'],[1],['tb']
t,tau_L,2,B,tT,t -- (t) -- B -- (T) -- tau_L, 1t + 1tau,{'tT'},['tT'],[1],['tT']
t,nu_tau,2,B,tX,t -- (t) -- B -- (X) -- nu_tau, 1t + MET,{'tX'},['tX'],[1],['tX']
t,tau,2,B,tT,t -- (t) -- B -- (T) -- tau, 1t + 1tau,{'tT'},['tT'],[1],['tT']
b,B,1,-,b,b -- (b) -- B, 1b,{'b'},['b'],[1],['b']
b,W^+,2,H^+,vt,b -- (t) -- H^+ -- (v) -- W^+, 1t + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
b,W^+,2,H^0,vb,b -- (b) -- H^0 -- (v) -- W^+, 1b + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
b,W^0,2,H^+,vt,b -- (t) -- H^+ -- (v) -- W^0, 1t + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
b,W^0,2,H^0,vb,b -- (b) -- H^0 -- (v) -- W^0, 1b + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
b,G,1,-,b,b -- (b) -- G, 1b,{'b'},['b'],[1],['b']
b,H^+,1,-,t,b -- (t) -- H^+, 1t,{'t'},['t'],[1],['t']
b,H^0,1,-,b,b -- (b) -- H^0, 1b,{'b'},['b'],[1],['b']
b,q,2,B,bj,b -- (b) -- B -- (j) -- q, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
b,q,2,G,bj,b -- (b) -- G -- (j) -- q, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
b,d,2,B,bj,b -- (b) -- B -- (j) -- d, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
b,d,2,G,bj,b -- (b) -- G -- (j) -- d, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
b,u,2,B,bj,b -- (b) -- B -- (j) -- u, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
b,u,2,G,bj,b -- (b) -- G -- (j) -- u, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
b,l,2,B,bl,b -- (b) -- B -- (l) -- l, 1b + 1l,{'bl'},['bl'],[1],['bl']
b,nu,2,B,bX,b -- (b) -- B -- (X) -- nu, 1b + MET,{'bX'},['bX'],[1],['bX']
b,e,2,B,bl,b -- (b) -- B -- (l) -- e, 1b + 1l,{'bl'},['bl'],[1],['bl']
b,b_L,2,B,bb,b -- (b) -- B -- (b) -- b_L, 2b,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
b,b_L,2,G,bb,b -- (b) -- G -- (b) -- b_L, 2b,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
b,b_L,2,H^+,tt,b -- (t) -- H^+ -- (t) -- b_L, 2t,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
b,b_L,2,H^0,bb,b -- (b) -- H^0 -- (b) -- b_L, 2b,"{'tt', 'bb'}","['tt', 'bb']","[1, 1]","['tt', 'bb']"
