CAT,LSP,AA,AB,BB,ALL,AA (Common),AB (Common),BB (Common),ALL (Common),AA (Same Flavour),AB (Same Flavour),BB (Same Flavour),ALL (Same Flavour)
U_3 D_3 D,['b'],"{'ttbbbbjj', 'ttjj', 'ttbbjj'}",-,-,"{'ttbbbbjj', 'ttjj', 'ttbbjj'}",jjtt,-,-,jjtt,"['ttjj', 'ttbbbbjj', 'ttbbjj']",-,-,"['ttjj', 'ttbbbbjj', 'ttbbjj']"
U_3 D_3 D,"['tau_L', 'nu_tau']",{'ttbbjjTT'},{'ttbbjjTE'},{'ttbbjjE'},"{'ttbbjjTT', 'ttbbjjTE', 'ttbbjjE'}",bbjjttTT,jjbbttTE,bbjjEtt,jjbbtt,['ttbbjjTT'],['ttbbjjTE'],['ttbbjjE'],"['ttbbjjE', 'ttbbjjTT', 'ttbbjjTE']"
U_3 D_3 D,['tau'],{'ttbbjjTT'},-,-,{'ttbbjjTT'},bbjjttTT,-,-,bbjjttTT,['ttbbjjTT'],-,-,['ttbbjjTT']
U_3 D_3 D_3,['B'],{'ttbbbb'},-,-,{'ttbbbb'},bbbbtt,-,-,bbbbtt,['ttbbbb'],-,-,['ttbbbb']
U_3 D_3 D_3,"['W^+', 'W^0']",{'vv3333bb'},{'vv3333bb'},{'vv3333bb'},{'vv3333bb'},bbvv,bbvv,bbvv,bbvv,['vv3333bb'],['vv3333bb'],['vv3333bb'],['vv3333bb']
U_3 D_3 D_3,['G'],{'ttbbbb'},-,-,{'ttbbbb'},bbbbtt,-,-,bbbbtt,['ttbbbb'],-,-,['ttbbbb']
U_3 D_3 D_3,"['H^+', 'H^0']","{'ttttbb', 'ttbbbb', 'bbbbbb'}","{'tbbbbb', 'tttbbb'}",{'ttbbbb'},{'3333bb'},bb,bbbt,bbbbtt,bb,"['ttttbb', 'ttbbbb', 'bbbbbb']","['bbtbbb', 'tttbbb']",['ttbbbb'],['3333bb']
U_3 D_3 D_3,['q'],{'ttbbbbjj'},-,-,{'ttbbbbjj'},bbbbjjtt,-,-,bbbbjjtt,['ttbbbbjj'],-,-,['ttbbbbjj']
U_3 D_3 D_3,['d'],{'ttbbbbjj'},-,-,{'ttbbbbjj'},bbbbjjtt,-,-,bbbbjjtt,['ttbbbbjj'],-,-,['ttbbbbjj']
U_3 D_3 D_3,['u'],{'ttbbbbjj'},-,-,{'ttbbbbjj'},bbbbjjtt,-,-,bbbbjjtt,['ttbbbbjj'],-,-,['ttbbbbjj']
U_3 D_3 D_3,"['l', 'nu']",{'ttbbbbll'},{'ttbbbblE'},{'ttbbbbE'},"{'ttbbbbE', 'ttbbbbll', 'ttbbbblE'}",llbbbbtt,lbbbbEtt,bbbbEtt,bbbbtt,['ttbbbbll'],['ttbbbblE'],['ttbbbbE'],"['ttbbbbE', 'ttbbbbll', 'ttbbbblE']"
U_3 D_3 D_3,['e'],{'ttbbbbll'},-,-,{'ttbbbbll'},llbbbbtt,-,-,llbbbbtt,['ttbbbbll'],-,-,['ttbbbbll']
U_3 D_3 D_3,"['b_L', 't_L']","{'ttttttbb', 'ttbbbbbb', 'ttttbbbb'}","{'tbbbbbbb', 'tttttbbb', 'tttbbbbb'}","{'ttbbbbbb', 'bbbbbbbb', 'ttttbbbb'}",{'333333bb'},bbtt,bbbt,bbbb,bb,"['ttttttbb', 'bbbbttbb', 'ttbbttbb']","['bbbbtbbb', 'tttttbbb', 'ttbbtbbb']","['ttbbbbbb', 'bbbbbbbb', 'ttttbbbb']",['333333bb']
U_3 D_3 D_3,['t'],"{'ttbbbb', 'ttttbbbb', 'bbbb'}",-,-,"{'ttbbbb', 'ttttbbbb', 'bbbb'}",bbbb,-,-,bbbb,"['bbbb', 'ttttbbbb', 'ttbbbb']",-,-,"['bbbb', 'ttttbbbb', 'ttbbbb']"
U_3 D_3 D_3,['b'],"{'ttbb', 'ttbbbb', 'ttbbbbbb'}",-,-,"{'ttbb', 'ttbbbb', 'ttbbbbbb'}",bbtt,-,-,bbtt,"['ttbb', 'ttbbbbbb', 'ttbbbb']",-,-,"['ttbb', 'ttbbbbbb', 'ttbbbb']"
U_3 D_3 D_3,"['tau_L', 'nu_tau']",{'ttbbbbTT'},{'ttbbbbTE'},{'ttbbbbE'},"{'ttbbbbTE', 'ttbbbbE', 'ttbbbbTT'}",bbbbttTT,bbbbEttT,bbbbEtt,bbbbtt,['ttbbbbTT'],['ttbbbbTE'],['ttbbbbE'],"['ttbbbbE', 'ttbbbbTT', 'ttbbbbTE']"
U_3 D_3 D_3,['tau'],{'ttbbbbTT'},-,-,{'ttbbbbTT'},bbbbttTT,-,-,bbbbttTT,['ttbbbbTT'],-,-,['ttbbbbTT']
