CAT,LSP A,LSP B,Signature A,Signature B,Chain A,Chain B,Signatures,Signature A (ER),Signature B (ER),Signatures (ER)
L Q_3 D_3,u,u,tbjl,bbjE,"['u -- (j) -- B -- (l) -- l -- [t,b]', 'u -- (j) -- B -- (t) -- t_L -- [l,b]', 'u -- (j) -- B -- (b) -- b -- [l,t]']","['u -- (j) -- B -- (E) -- nu -- [b,b]', 'u -- (j) -- B -- (b) -- b_L -- [E,b]', 'u -- (j) -- B -- (b) -- b -- [E,b]']",tbbbjjlE, 1j_l + 1t + 1b + 1l, 1j_l + 2b + MET, 2j_l + 1t + 3b + 1l + MET
L Q_3 D_3,u,u,tbjl,tbjl,"['u -- (j) -- B -- (l) -- l -- [t,b]', 'u -- (j) -- B -- (t) -- t_L -- [l,b]', 'u -- (j) -- B -- (b) -- b -- [l,t]']","['u -- (j) -- B -- (l) -- l -- [t,b]', 'u -- (j) -- B -- (t) -- t_L -- [l,b]', 'u -- (j) -- B -- (b) -- b -- [l,t]']",ttbbjjll, 1j_l + 1t + 1b + 1l, 1j_l + 1t + 1b + 1l, 2j_l + 2t + 2b + 2l
L_3 Q D,u,u,jjjE,jjjE,"['u -- (j) -- B -- (E) -- nu_tau -- [j,j]', 'u -- (j) -- B -- (j) -- q -- [E,j]', 'u -- (j) -- B -- (j) -- d -- [E,j]']","['u -- (j) -- B -- (E) -- nu_tau -- [j,j]', 'u -- (j) -- B -- (j) -- q -- [E,j]', 'u -- (j) -- B -- (j) -- d -- [E,j]']",jjjjjjE, 3j_l + MET, 3j_l + MET, 6j_l + MET
L_3 Q D,u,u,jjjE,jjjT,"['u -- (j) -- B -- (E) -- nu_tau -- [j,j]', 'u -- (j) -- B -- (j) -- q -- [E,j]', 'u -- (j) -- B -- (j) -- d -- [E,j]']","['u -- (j) -- B -- (T) -- tau_L -- [j,j]', 'u -- (j) -- B -- (j) -- q -- [T,j]', 'u -- (j) -- B -- (j) -- d -- [T,j]']",jjjjjjTE, 3j_l + MET, 3j_l + 1tau, 6j_l + 1tau + MET
L_3 Q D,u,u,jjjT,jjjE,"['u -- (j) -- B -- (T) -- tau_L -- [j,j]', 'u -- (j) -- B -- (j) -- q -- [T,j]', 'u -- (j) -- B -- (j) -- d -- [T,j]']","['u -- (j) -- B -- (E) -- nu_tau -- [j,j]', 'u -- (j) -- B -- (j) -- q -- [E,j]', 'u -- (j) -- B -- (j) -- d -- [E,j]']",jjjjjjTE, 3j_l + 1tau, 3j_l + MET, 6j_l + 1tau + MET
L_3 Q D,u,u,jjjT,jjjT,"['u -- (j) -- B -- (T) -- tau_L -- [j,j]', 'u -- (j) -- B -- (j) -- q -- [T,j]', 'u -- (j) -- B -- (j) -- d -- [T,j]']","['u -- (j) -- B -- (T) -- tau_L -- [j,j]', 'u -- (j) -- B -- (j) -- q -- [T,j]', 'u -- (j) -- B -- (j) -- d -- [T,j]']",jjjjjjTT, 3j_l + 1tau, 3j_l + 1tau, 6j_l + 2tau
L_3 Q D_3,u,u,bjjE,bjjE,"['u -- (j) -- B -- (E) -- nu_tau -- [j,b]', 'u -- (j) -- B -- (j) -- q -- [E,b]', 'u -- (j) -- B -- (b) -- b -- [E,j]']","['u -- (j) -- B -- (E) -- nu_tau -- [j,b]', 'u -- (j) -- B -- (j) -- q -- [E,b]', 'u -- (j) -- B -- (b) -- b -- [E,j]']",bbjjjjE, 2j_l + 1b + MET, 2j_l + 1b + MET, 4j_l + 2b + MET
L_3 Q D_3,u,u,bjjE,bjjT,"['u -- (j) -- B -- (E) -- nu_tau -- [j,b]', 'u -- (j) -- B -- (j) -- q -- [E,b]', 'u -- (j) -- B -- (b) -- b -- [E,j]']","['u -- (j) -- B -- (T) -- tau_L -- [j,b]', 'u -- (j) -- B -- (j) -- q -- [T,b]', 'u -- (j) -- B -- (b) -- b -- [T,j]']",bbjjjjTE, 2j_l + 1b + MET, 2j_l + 1b + 1tau, 4j_l + 2b + 1tau + MET
L_3 Q D_3,u,u,bjjT,bjjE,"['u -- (j) -- B -- (T) -- tau_L -- [j,b]', 'u -- (j) -- B -- (j) -- q -- [T,b]', 'u -- (j) -- B -- (b) -- b -- [T,j]']","['u -- (j) -- B -- (E) -- nu_tau -- [j,b]', 'u -- (j) -- B -- (j) -- q -- [E,b]', 'u -- (j) -- B -- (b) -- b -- [E,j]']",bbjjjjTE, 2j_l + 1b + 1tau, 2j_l + 1b + MET, 4j_l + 2b + 1tau + MET
L_3 Q D_3,u,u,bjjT,bjjT,"['u -- (j) -- B -- (T) -- tau_L -- [j,b]', 'u -- (j) -- B -- (j) -- q -- [T,b]', 'u -- (j) -- B -- (b) -- b -- [T,j]']","['u -- (j) -- B -- (T) -- tau_L -- [j,b]', 'u -- (j) -- B -- (j) -- q -- [T,b]', 'u -- (j) -- B -- (b) -- b -- [T,j]']",bbjjjjTT, 2j_l + 1b + 1tau, 2j_l + 1b + 1tau, 4j_l + 2b + 2tau
L_3 Q_3 D,u,u,bjjE,bjjE,"['u -- (j) -- B -- (E) -- nu_tau -- [b,j]', 'u -- (j) -- B -- (b) -- b_L -- [E,j]', 'u -- (j) -- B -- (j) -- d -- [E,b]']","['u -- (j) -- B -- (E) -- nu_tau -- [b,j]', 'u -- (j) -- B -- (b) -- b_L -- [E,j]', 'u -- (j) -- B -- (j) -- d -- [E,b]']",bbjjjjE, 2j_l + 1b + MET, 2j_l + 1b + MET, 4j_l + 2b + MET
L_3 Q_3 D,u,u,bjjE,tjjT,"['u -- (j) -- B -- (E) -- nu_tau -- [b,j]', 'u -- (j) -- B -- (b) -- b_L -- [E,j]', 'u -- (j) -- B -- (j) -- d -- [E,b]']","['u -- (j) -- B -- (T) -- tau_L -- [t,j]', 'u -- (j) -- B -- (t) -- t_L -- [T,j]', 'u -- (j) -- B -- (j) -- d -- [T,t]']",tbjjjjTE, 2j_l + 1b + MET, 2j_l + 1t + 1tau, 4j_l + 1t + 1b + 1tau + MET
L_3 Q_3 D,u,u,tjjT,bjjE,"['u -- (j) -- B -- (T) -- tau_L -- [t,j]', 'u -- (j) -- B -- (t) -- t_L -- [T,j]', 'u -- (j) -- B -- (j) -- d -- [T,t]']","['u -- (j) -- B -- (E) -- nu_tau -- [b,j]', 'u -- (j) -- B -- (b) -- b_L -- [E,j]', 'u -- (j) -- B -- (j) -- d -- [E,b]']",tbjjjjTE, 2j_l + 1t + 1tau, 2j_l + 1b + MET, 4j_l + 1t + 1b + 1tau + MET
L_3 Q_3 D,u,u,tjjT,tjjT,"['u -- (j) -- B -- (T) -- tau_L -- [t,j]', 'u -- (j) -- B -- (t) -- t_L -- [T,j]', 'u -- (j) -- B -- (j) -- d -- [T,t]']","['u -- (j) -- B -- (T) -- tau_L -- [t,j]', 'u -- (j) -- B -- (t) -- t_L -- [T,j]', 'u -- (j) -- B -- (j) -- d -- [T,t]']",ttjjjjTT, 2j_l + 1t + 1tau, 2j_l + 1t + 1tau, 4j_l + 2t + 2tau
L_3 Q_3 D_3,u,u,tbjT,tbjT,"['u -- (j) -- B -- (T) -- tau_L -- [t,b]', 'u -- (j) -- B -- (t) -- t_L -- [T,b]', 'u -- (j) -- B -- (b) -- b -- [T,t]']","['u -- (j) -- B -- (T) -- tau_L -- [t,b]', 'u -- (j) -- B -- (t) -- t_L -- [T,b]', 'u -- (j) -- B -- (b) -- b -- [T,t]']",ttbbjjTT, 1j_l + 1t + 1b + 1tau, 1j_l + 1t + 1b + 1tau, 2j_l + 2t + 2b + 2tau
L_3 Q_3 D_3,u,u,tbjT,bbjE,"['u -- (j) -- B -- (T) -- tau_L -- [t,b]', 'u -- (j) -- B -- (t) -- t_L -- [T,b]', 'u -- (j) -- B -- (b) -- b -- [T,t]']","['u -- (j) -- B -- (E) -- nu_tau -- [b,b]', 'u -- (j) -- B -- (b) -- b_L -- [E,b]', 'u -- (j) -- B -- (b) -- b -- [E,b]']",tbbbjjTE, 1j_l + 1t + 1b + 1tau, 1j_l + 2b + MET, 2j_l + 1t + 3b + 1tau + MET
L_3 Q_3 D_3,u,u,bbjE,tbjT,"['u -- (j) -- B -- (E) -- nu_tau -- [b,b]', 'u -- (j) -- B -- (b) -- b_L -- [E,b]', 'u -- (j) -- B -- (b) -- b -- [E,b]']","['u -- (j) -- B -- (T) -- tau_L -- [t,b]', 'u -- (j) -- B -- (t) -- t_L -- [T,b]', 'u -- (j) -- B -- (b) -- b -- [T,t]']",tbbbjjTE, 1j_l + 2b + MET, 1j_l + 1t + 1b + 1tau, 2j_l + 1t + 3b + 1tau + MET
L_3 Q_3 D_3,u,u,bbjE,bbjE,"['u -- (j) -- B -- (E) -- nu_tau -- [b,b]', 'u -- (j) -- B -- (b) -- b_L -- [E,b]', 'u -- (j) -- B -- (b) -- b -- [E,b]']","['u -- (j) -- B -- (E) -- nu_tau -- [b,b]', 'u -- (j) -- B -- (b) -- b_L -- [E,b]', 'u -- (j) -- B -- (b) -- b -- [E,b]']",bbbbjjE, 1j_l + 2b + MET, 1j_l + 2b + MET, 2j_l + 4b + MET
U D D,u,u,jj,jj,"['u -- [j,j]']","['u -- [j,j]']",jjjj, 2j_l, 2j_l, 4j_l
U D D,u,u,jj,jjjj,"['u -- [j,j]']","['u -- (j) -- B -- (j) -- d -- [j,j]', 'u -- (j) -- B -- (j) -- d -- [j,j]']",jjjjjj, 2j_l, 4j_l, 6j_l
U D D,u,u,jjjj,jj,"['u -- (j) -- B -- (j) -- d -- [j,j]', 'u -- (j) -- B -- (j) -- d -- [j,j]']","['u -- [j,j]']",jjjjjj, 4j_l, 2j_l, 6j_l
U D D,u,u,jjjj,jjjj,"['u -- (j) -- B -- (j) -- d -- [j,j]', 'u -- (j) -- B -- (j) -- d -- [j,j]']","['u -- (j) -- B -- (j) -- d -- [j,j]', 'u -- (j) -- B -- (j) -- d -- [j,j]']",jjjjjjjj, 4j_l, 4j_l, 8j_l
U D_3 D,u,u,bj,bj,"['u -- [j,b]']","['u -- [j,b]']",bbjj, 1j_l + 1b, 1j_l + 1b, 2j_l + 2b
U D_3 D,u,u,bj,bjjj,"['u -- [j,b]']","['u -- (j) -- B -- (j) -- d -- [j,b]', 'u -- (j) -- B -- (b) -- b -- [j,j]']",bbjjjj, 1j_l + 1b, 3j_l + 1b, 4j_l + 2b
U D_3 D,u,u,bjjj,bj,"['u -- (j) -- B -- (j) -- d -- [j,b]', 'u -- (j) -- B -- (b) -- b -- [j,j]']","['u -- [j,b]']",bbjjjj, 3j_l + 1b, 1j_l + 1b, 4j_l + 2b
U D_3 D,u,u,bjjj,bjjj,"['u -- (j) -- B -- (j) -- d -- [j,b]', 'u -- (j) -- B -- (b) -- b -- [j,j]']","['u -- (j) -- B -- (j) -- d -- [j,b]', 'u -- (j) -- B -- (b) -- b -- [j,j]']",bbjjjjjj, 3j_l + 1b, 3j_l + 1b, 6j_l + 2b
U D_3 D_3,u,u,bbjj,bbjj,"['u -- (j) -- B -- (b) -- b -- [j,b]', 'u -- (j) -- B -- (b) -- b -- [j,b]']","['u -- (j) -- B -- (b) -- b -- [j,b]', 'u -- (j) -- B -- (b) -- b -- [j,b]']",bbbbjjjj, 2j_l + 2b, 2j_l + 2b, 4j_l + 4b
U D_3 D_3,u,u,bbjj,bb,"['u -- (j) -- B -- (b) -- b -- [j,b]', 'u -- (j) -- B -- (b) -- b -- [j,b]']","['u -- [b,b]']",bbbbjj, 2j_l + 2b, 2b, 2j_l + 4b
U D_3 D_3,u,u,bb,bbjj,"['u -- [b,b]']","['u -- (j) -- B -- (b) -- b -- [j,b]', 'u -- (j) -- B -- (b) -- b -- [j,b]']",bbbbjj, 2b, 2j_l + 2b, 2j_l + 4b
U D_3 D_3,u,u,bb,bb,"['u -- [b,b]']","['u -- [b,b]']",bbbb, 2b, 2b, 4b
U_3 D D,u,u,tjjj,tjjj,"['u -- (j) -- B -- (t) -- t -- [j,j]', 'u -- (j) -- B -- (j) -- d -- [t,j]', 'u -- (j) -- B -- (j) -- d -- [t,j]']","['u -- (j) -- B -- (t) -- t -- [j,j]', 'u -- (j) -- B -- (j) -- d -- [t,j]', 'u -- (j) -- B -- (j) -- d -- [t,j]']",ttjjjjjj, 3j_l + 1t, 3j_l + 1t, 6j_l + 2t
U_3 D_3 D,u,u,tbjj,tbjj,"['u -- (j) -- B -- (t) -- t -- [j,b]', 'u -- (j) -- B -- (j) -- d -- [t,b]', 'u -- (j) -- B -- (b) -- b -- [t,j]']","['u -- (j) -- B -- (t) -- t -- [j,b]', 'u -- (j) -- B -- (j) -- d -- [t,b]', 'u -- (j) -- B -- (b) -- b -- [t,j]']",ttbbjjjj, 2j_l + 1t + 1b, 2j_l + 1t + 1b, 4j_l + 2t + 2b
U_3 D_3 D_3,u,u,tbbj,tbbj,"['u -- (j) -- B -- (t) -- t -- [b,b]', 'u -- (j) -- B -- (b) -- b -- [t,b]', 'u -- (j) -- B -- (b) -- b -- [t,b]']","['u -- (j) -- B -- (t) -- t -- [b,b]', 'u -- (j) -- B -- (b) -- b -- [t,b]', 'u -- (j) -- B -- (b) -- b -- [t,b]']",ttbbbbjj, 1j_l + 1t + 2b, 1j_l + 1t + 2b, 2j_l + 2t + 4b
